,EGRA Section 1a Score,EGRA Section 1b Score,EGRA Section 1c Score,EGRA Section 2a Score,EGRA Section 2b Score,EGRA Section 3 Letters Correct,EGRA Section 3 Time Completed,EGRA Section 3 LPM,EGRA Section 4 Words Correct,EGRA Section 4 Time Completed,EGRA Section 4: WPM,EGRA Section 5 Words Correct,EGRA Section 5 Time Completed,EGRA Section 5 CWPM,EGRA Section 5 Questions Correct,EGRA Section 6 Written Words Correct,EGRA Section 6 Correct Space/Direction,EGRA Section 6 Correct Punctuation,EGRA Section 6 Correct Use of Capitals,EGRA Section 7a Score,EGRA Section 1 Total Score,EGRA Section 6 Total Score
200,1,1,1,25,8,56,60.0,56.0,35,60.0,35,60,51.0,71,7,0,2,0,0,3,3,2
201,1,0,0,15,1,70,60.0,70.0,11,60.0,11,47,125.0,23,6,0,1,0,0,3,1,1
202,1,0,0,15,1,70,60.0,70.0,11,60.0,11,47,125.0,23,6,0,1,0,0,3,1,1
203,1,1,1,50,2,63,60.0,63.0,50,41.0,73,60,25.0,144,8,4,1,1,1,4,3,7
204,1,1,1,50,2,63,60.0,63.0,50,41.0,73,60,25.0,144,8,4,1,1,1,4,3,7
205,1,1,1,33,0,52,60.0,52.0,42,60.0,42,60,41.0,88,10,3,2,0,1,3,3,6
206,1,1,1,33,0,52,60.0,52.0,42,60.0,42,60,41.0,88,10,3,2,0,1,3,3,6
207,1,1,1,18,3,50,60.0,50.0,45,41.0,66,60,33.0,109,6,0,1,0,1,2,3,2
208,1,1,1,47,5,67,60.0,67.0,47,41.0,69,60,34.0,106,10,4,2,0,0,3,3,6
209,1,1,1,8,6,65,60.0,65.0,36,60.0,36,59,36.0,98,8,4,2,1,0,3,3,7
210,1,1,1,15,3,37,60.0,37.0,45,55.0,49,60,51.0,71,2,1,1,0,0,4,3,2
211,1,1,1,0,2,5,60.0,5.0,0,28.0,0,0,52.0,0,0,0,1,0,0,2,3,1
212,1,1,1,17,4,55,60.0,55.0,32,60.0,32,57,52.0,66,8,2,2,0,0,3,3,4
213,1,1,1,18,7,61,60.0,61.0,12,60.0,12,51,102.0,30,9,0,2,0,0,4,3,2
214,1,1,1,2,5,5,60.0,5.0,2,60.0,2,17,159.0,6,4,0,1,0,0,4,3,1
215,1,1,1,0,3,2,60.0,2.0,47,60.0,47,58,36.0,97,0,0,1,0,0,2,3,1
216,1,1,1,17,10,80,60.0,80.0,29,60.0,29,60,73.0,49,8,1,2,0,0,4,3,3
217,1,1,1,20,8,73,60.0,73.0,11,60.0,11,49,75.0,39,7,0,2,0,1,1,3,3
218,1,1,1,11,6,47,60.0,47.0,34,60.0,34,59,71.0,50,5,0,2,1,1,3,3,4
219,1,1,1,24,5,82,60.0,82.0,22,60.0,22,56,39.0,86,6,0,2,0,0,4,3,2
220,1,0,1,2,7,23,60.0,23.0,47,48.0,59,60,33.0,109,1,0,1,0,0,1,2,1
221,1,1,1,4,6,45,60.0,45.0,3,60.0,3,32,180.0,11,0,0,2,0,0,4,3,2
222,1,1,1,15,7,17,60.0,17.0,7,60.0,7,52,124.0,25,1,0,2,0,0,0,3,2
223,1,1,1,0,2,55,60.0,55.0,19,60.0,19,50,65.0,46,0,0,2,0,0,2,3,2
224,1,1,1,7,4,60,60.0,60.0,14,60.0,14,55,103.0,32,6,1,2,0,1,3,3,4
225,1,1,1,31,4,68,60.0,68.0,44,60.0,44,60,50.0,72,8,4,2,0,1,4,3,7
226,1,1,1,0,2,60,60.0,60.0,7,60.0,7,42,116.0,22,4,0,2,0,0,3,3,2
227,1,1,1,48,8,86,60.0,86.0,49,31.0,95,60,39.0,92,10,2,2,1,1,4,3,6
228,1,0,1,50,9,87,60.0,87.0,48,45.0,64,60,40.0,90,9,4,2,1,1,4,2,8
229,1,1,0,49,8,99,60.0,99.0,50,31.0,97,60,27.0,133,7,4,2,1,0,4,2,7
230,1,1,1,47,8,65,60.0,65.0,47,49.0,58,59,32.0,111,8,4,2,0,1,4,3,7
231,1,1,1,31,9,78,60.0,78.0,49,45.0,65,60,29.0,124,10,4,2,1,1,4,3,8
232,1,1,1,18,6,66,60.0,66.0,44,60.0,44,59,35.0,101,9,4,2,1,1,4,3,8
233,1,1,0,37,7,65,60.0,65.0,48,54.0,53,60,38.0,95,8,3,2,1,1,4,2,7
234,1,1,1,34,6,64,60.0,64.0,42,52.0,48,59,40.0,89,7,2,2,0,0,4,3,4
235,1,1,1,0,4,0,48.0,0.0,0,26.0,0,0,37.0,0,0,0,0,0,0,4,3,0
236,1,0,0,0,2,3,60.0,3.0,0,16.0,0,0,24.0,0,0,0,0,0,0,3,1,0
237,1,1,1,32,2,72,60.0,72.0,48,43.0,67,58,34.0,102,8,3,2,0,0,4,3,5
238,1,1,1,19,0,60,60.0,60.0,44,58.0,46,58,66.0,53,10,4,2,0,1,4,3,7
239,1,1,1,12,8,73,60.0,73.0,21,60.0,21,54,66.0,49,9,2,2,0,1,4,3,5
240,1,1,1,15,8,61,60.0,61.0,17,60.0,17,56,102.0,33,10,3,2,0,1,4,3,6
241,1,1,1,0,4,32,60.0,32.0,3,60.0,3,21,180.0,7,2,2,2,0,0,3,3,4
242,1,1,1,0,4,19,60.0,19.0,2,60.0,2,26,178.0,9,1,1,2,0,1,3,3,4
243,1,1,1,50,6,100,51.0,118.0,50,27.0,111,60,24.0,150,10,4,2,1,1,4,3,8
244,1,0,1,47,10,83,60.0,83.0,49,46.0,64,59,31.0,114,10,4,2,1,0,2,2,7
245,1,0,0,28,9,74,60.0,74.0,37,60.0,37,60,40.0,90,9,2,2,1,1,4,1,6
246,1,1,1,24,9,58,60.0,58.0,29,60.0,29,56,59.0,57,5,4,2,0,1,3,3,7
247,1,1,1,31,6,100,54.0,111.0,48,46.0,63,60,36.0,100,10,4,2,0,1,4,3,7
248,1,1,1,13,6,74,60.0,74.0,37,60.0,37,56,47.0,71,8,4,2,1,1,3,3,8
249,1,1,1,22,8,100,60.0,100.0,46,44.0,63,60,31.0,116,10,4,2,1,1,3,3,8
250,1,1,0,0,8,84,60.0,84.0,41,60.0,41,57,41.0,83,10,4,1,0,0,3,2,5
251,1,1,1,33,5,83,60.0,83.0,46,48.0,58,60,38.0,95,10,3,2,1,0,3,3,6
252,1,0,0,39,3,81,60.0,81.0,39,58.0,40,57,37.0,92,7,3,2,0,1,4,1,6
253,0,1,1,49,10,88,60.0,88.0,50,40.0,75,60,30.0,120,10,3,2,1,1,4,2,7
254,1,1,1,45,9,80,60.0,80.0,49,41.0,72,60,35.0,103,10,4,2,1,1,4,3,8
255,1,1,1,2,9,49,60.0,49.0,10,60.0,10,44,154.0,17,10,3,2,1,1,4,3,7
256,1,1,1,2,7,46,60.0,46.0,3,60.0,3,39,172.0,14,4,3,2,0,1,4,3,6
257,1,1,0,26,7,79,60.0,79.0,30,60.0,30,59,67.0,53,9,4,2,1,0,4,2,7
258,1,1,1,12,8,70,60.0,70.0,16,60.0,16,49,100.0,29,7,2,2,0,0,4,3,4
259,1,1,1,21,2,70,60.0,70.0,38,60.0,38,58,53.0,66,10,2,2,0,0,4,3,4
260,1,1,1,16,7,49,60.0,49.0,32,60.0,32,57,68.0,50,9,3,2,0,1,3,3,6
261,0,0,0,18,4,53,60.0,53.0,40,60.0,40,59,54.0,66,6,4,2,0,1,4,0,7
262,1,1,1,13,7,60,60.0,60.0,20,60.0,20,58,92.0,38,10,1,2,0,0,4,3,3
263,1,1,1,38,7,60,60.0,60.0,50,54.0,56,60,32.0,113,7,4,2,1,1,4,3,8
264,1,1,1,33,5,74,60.0,74.0,48,55.0,52,58,39.0,89,10,4,2,0,1,4,3,7
265,1,1,1,0,8,58,60.0,58.0,10,60.0,10,51,104.0,29,10,2,1,0,0,4,3,3
266,1,0,0,0,6,52,60.0,52.0,4,60.0,4,44,150.0,18,6,1,1,0,1,4,1,3
267,1,1,1,0,1,0,39.0,0.0,0,29.0,0,0,34.0,0,0,0,1,0,0,0,3,1
268,1,1,1,0,1,0,39.0,0.0,0,29.0,0,0,34.0,0,0,0,1,0,0,0,3,1
269,1,1,1,0,1,0,39.0,0.0,0,29.0,0,0,34.0,0,0,0,1,0,0,0,3,1
270,1,1,1,16,6,37,60.0,37.0,12,60.0,12,41,180.0,14,1,0,2,0,0,2,3,2
271,1,1,1,16,6,37,60.0,37.0,12,60.0,12,41,180.0,14,1,0,2,0,0,2,3,2
272,1,1,1,16,6,37,60.0,37.0,12,60.0,12,41,180.0,14,1,0,2,0,0,2,3,2
273,1,1,1,6,8,76,60.0,76.0,2,60.0,2,0,38.0,0,10,2,2,0,0,4,3,4
274,1,1,1,6,8,76,60.0,76.0,2,60.0,2,0,38.0,0,10,2,2,0,0,4,3,4
275,1,1,1,6,8,76,60.0,76.0,2,60.0,2,0,38.0,0,10,2,2,0,0,4,3,4
276,1,1,1,14,0,48,60.0,48.0,1,60.0,1,15,180.0,5,0,0,0,0,0,0,3,0
277,1,1,1,14,0,48,60.0,48.0,1,60.0,1,15,180.0,5,0,0,0,0,0,0,3,0
278,1,1,1,14,0,48,60.0,48.0,1,60.0,1,15,180.0,5,0,0,0,0,0,0,3,0
279,1,1,1,0,6,42,60.0,42.0,2,60.0,2,15,180.0,5,0,0,2,0,0,4,3,2
280,1,1,1,0,6,42,60.0,42.0,2,60.0,2,15,180.0,5,0,0,2,0,0,4,3,2
281,1,1,1,0,6,42,60.0,42.0,2,60.0,2,15,180.0,5,0,0,2,0,0,4,3,2
282,1,1,1,0,4,11,60.0,11.0,3,60.0,3,0,34.0,0,0,0,0,0,0,3,3,0
283,1,1,1,0,4,11,60.0,11.0,3,60.0,3,0,34.0,0,0,0,0,0,0,3,3,0
284,1,1,1,0,4,11,60.0,11.0,3,60.0,3,0,34.0,0,0,0,0,0,0,3,3,0
285,1,1,1,16,8,88,60.0,88.0,3,60.0,3,0,35.0,0,8,2,2,0,1,2,3,5
286,1,1,1,16,8,88,60.0,88.0,3,60.0,3,0,35.0,0,8,2,2,0,1,2,3,5
287,1,1,1,16,8,88,60.0,88.0,3,60.0,3,0,35.0,0,8,2,2,0,1,2,3,5
288,1,1,1,25,5,62,60.0,62.0,2,60.0,2,0,22.0,0,5,0,2,0,0,0,3,2
289,1,1,1,25,5,62,60.0,62.0,2,60.0,2,0,22.0,0,5,0,2,0,0,0,3,2
290,1,1,1,25,5,62,60.0,62.0,2,60.0,2,0,22.0,0,5,0,2,0,0,0,3,2
291,1,1,1,0,0,13,60.0,13.0,0,21.0,0,0,22.0,0,0,0,0,0,0,4,3,0
292,1,1,1,0,0,13,60.0,13.0,0,21.0,0,0,22.0,0,0,0,0,0,0,4,3,0
293,1,1,1,0,0,13,60.0,13.0,0,21.0,0,0,22.0,0,0,0,0,0,0,4,3,0
294,1,1,1,0,6,48,60.0,48.0,2,60.0,2,8,180.0,3,1,0,1,0,1,3,3,2
295,1,1,1,0,6,48,60.0,48.0,2,60.0,2,8,180.0,3,1,0,1,0,1,3,3,2
296,1,1,1,0,6,48,60.0,48.0,2,60.0,2,8,180.0,3,1,0,1,0,1,3,3,2
297,1,1,1,0,0,0,19.0,0.0,0,19.0,0,0,20.0,0,0,0,2,0,0,0,3,2
298,1,1,1,0,0,0,19.0,0.0,0,19.0,0,0,20.0,0,0,0,2,0,0,0,3,2
299,1,1,1,0,0,0,19.0,0.0,0,19.0,0,0,20.0,0,0,0,2,0,0,0,3,2
300,1,1,1,50,8,87,60.0,87.0,46,53.0,52,60,38.0,95,10,4,2,1,1,4,3,8
301,1,1,1,50,8,87,60.0,87.0,46,53.0,52,60,38.0,95,10,4,2,1,1,4,3,8
302,1,1,1,50,8,87,60.0,87.0,46,53.0,52,60,38.0,95,10,4,2,1,1,4,3,8
303,1,1,1,0,4,3,60.0,3.0,47,,0,0,37.0,0,0,0,2,0,0,0,3,2
304,1,1,1,0,4,3,60.0,3.0,47,,0,0,37.0,0,0,0,2,0,0,0,3,2
305,1,1,1,0,4,3,60.0,3.0,47,,0,0,37.0,0,0,0,2,0,0,0,3,2
306,1,1,1,19,7,59,60.0,59.0,3,60.0,3,5,180.0,2,1,0,2,0,0,1,3,2
307,1,1,1,19,7,59,60.0,59.0,3,60.0,3,5,180.0,2,1,0,2,0,0,1,3,2
308,1,1,1,19,7,59,60.0,59.0,3,60.0,3,5,180.0,2,1,0,2,0,0,1,3,2
309,1,1,1,11,1,37,60.0,37.0,7,60.0,7,0,180.0,0,1,0,2,0,1,0,3,3
310,1,1,1,11,1,37,60.0,37.0,7,60.0,7,0,180.0,0,1,0,2,0,1,0,3,3
311,1,1,1,11,1,37,60.0,37.0,7,60.0,7,0,180.0,0,1,0,2,0,1,0,3,3
312,1,1,1,24,4,42,60.0,42.0,16,60.0,16,54,104.0,31,1,0,2,0,0,3,3,2
313,1,1,1,24,4,42,60.0,42.0,16,60.0,16,54,104.0,31,1,0,2,0,0,3,3,2
314,1,1,1,24,4,42,60.0,42.0,16,60.0,16,54,104.0,31,1,0,2,0,0,3,3,2
315,1,1,1,0,4,14,60.0,14.0,0,34.0,0,0,34.0,0,2,0,0,0,0,1,3,0
316,1,1,1,0,4,14,60.0,14.0,0,34.0,0,0,34.0,0,2,0,0,0,0,1,3,0
317,1,1,1,0,4,14,60.0,14.0,0,34.0,0,0,34.0,0,2,0,0,0,0,1,3,0
318,1,1,1,11,5,41,60.0,41.0,11,60.0,11,54,120.0,27,10,2,2,0,0,4,3,4
319,1,1,1,11,5,41,60.0,41.0,11,60.0,11,54,120.0,27,10,2,2,0,0,4,3,4
320,1,1,1,11,5,41,60.0,41.0,11,60.0,11,54,120.0,27,10,2,2,0,0,4,3,4
321,1,1,1,0,4,50,60.0,50.0,16,60.0,16,56,78.0,43,7,1,2,1,0,3,3,4
322,1,1,1,0,4,50,60.0,50.0,16,60.0,16,56,78.0,43,7,1,2,1,0,3,3,4
323,1,1,1,0,4,50,60.0,50.0,16,60.0,16,56,78.0,43,7,1,2,1,0,3,3,4
324,1,1,1,47,10,80,60.0,80.0,45,60.0,45,60,39.0,92,10,4,2,1,1,4,3,8
325,1,1,1,47,10,80,60.0,80.0,45,60.0,45,60,39.0,92,10,4,2,1,1,4,3,8
326,1,1,1,47,10,80,60.0,80.0,45,60.0,45,60,39.0,92,10,4,2,1,1,4,3,8
327,1,1,0,48,7,63,60.0,63.0,49,52.0,57,60,27.0,133,8,4,2,1,1,4,2,8
328,1,1,1,50,10,99,60.0,99.0,49,46.0,64,60,32.0,113,10,4,2,1,1,3,3,8
329,1,1,1,48,10,100,60.0,100.0,50,39.0,77,60,31.0,116,10,4,2,1,1,4,3,8
330,0,1,0,30,10,76,60.0,76.0,49,36.0,82,59,28.0,126,10,2,2,0,0,3,1,4
331,1,1,1,6,5,56,60.0,56.0,19,60.0,19,57,91.0,38,10,2,2,1,0,4,3,5
332,1,1,1,0,5,30,60.0,30.0,15,60.0,15,55,138.0,24,10,0,2,0,1,4,3,3
333,1,1,1,10,7,51,60.0,51.0,5,60.0,5,48,143.0,20,6,0,2,0,0,4,3,2
334,1,1,1,10,8,44,60.0,44.0,7,60.0,7,40,180.0,13,3,0,0,0,0,0,3,0
335,1,1,1,38,6,83,60.0,83.0,43,60.0,43,58,53.0,66,8,1,2,0,1,4,3,4
336,1,1,1,37,7,75,60.0,75.0,45,56.0,48,58,60.0,58,3,1,2,0,0,2,3,3
337,1,1,1,2,4,44,60.0,44.0,3,60.0,3,19,180.0,6,0,0,2,0,0,4,3,2
338,1,1,1,0,9,33,60.0,33.0,2,60.0,2,35,180.0,12,0,0,0,0,0,0,3,0
339,1,1,1,35,6,90,60.0,90.0,45,49.0,55,55,34.0,97,9,3,2,1,1,2,3,7
340,1,1,1,21,3,46,60.0,46.0,31,60.0,31,60,51.0,71,10,0,0,0,0,4,3,0
341,1,1,0,25,7,58,60.0,58.0,36,60.0,36,58,43.0,81,9,3,2,0,0,4,2,5
342,1,1,1,26,6,64,60.0,64.0,33,60.0,33,56,51.0,66,10,3,2,0,0,1,3,5
343,1,1,0,50,9,71,60.0,71.0,49,53.0,55,60,27.0,133,10,4,2,0,1,4,2,7
344,1,1,1,43,10,53,60.0,53.0,45,60.0,45,60,36.0,100,10,4,2,0,1,4,3,7
345,0,0,0,0,5,0,14.0,0.0,0,23.0,0,0,25.0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,5,0,14.0,0.0,0,23.0,0,0,25.0,0,0,0,0,0,0,0,0,0
347,1,1,1,0,0,0,28.0,0.0,0,27.0,0,0,32.0,0,0,0,0,0,0,0,3,0
348,1,1,1,0,0,0,28.0,0.0,0,27.0,0,0,32.0,0,0,0,0,0,0,0,3,0
349,1,0,0,0,0,0,38.0,0.0,0,22.0,0,0,27.0,0,0,0,0,0,0,0,1,0
350,1,0,0,0,0,0,38.0,0.0,0,22.0,0,0,27.0,0,0,0,0,0,0,0,1,0
351,1,0,1,0,1,0,11.0,0.0,0,8.0,0,0,7.0,0,0,0,0,0,0,2,2,0
352,1,0,1,0,1,0,11.0,0.0,0,8.0,0,0,7.0,0,0,0,0,0,0,2,2,0
353,1,1,1,0,3,0,37.0,0.0,0,21.0,0,0,27.0,0,0,0,0,0,0,1,3,0
354,1,1,1,0,3,0,37.0,0.0,0,21.0,0,0,27.0,0,0,0,0,0,0,1,3,0
355,1,1,1,0,2,1,60.0,1.0,0,28.0,0,0,31.0,0,0,0,0,0,0,1,3,0
356,1,1,1,0,2,1,60.0,1.0,0,28.0,0,0,31.0,0,0,0,0,0,0,1,3,0
357,0,0,1,0,4,0,18.0,0.0,0,22.0,0,0,21.0,0,0,0,1,0,0,0,1,1
358,0,0,1,0,4,0,18.0,0.0,0,22.0,0,0,21.0,0,0,0,1,0,0,0,1,1
359,1,1,1,0,0,0,43.0,0.0,0,17.0,0,0,27.0,0,0,0,1,0,0,3,3,1
360,1,1,1,0,0,0,43.0,0.0,0,17.0,0,0,27.0,0,0,0,1,0,0,3,3,1
361,0,0,0,0,3,0,23.0,0.0,0,13.0,0,0,17.0,0,0,0,2,0,0,1,0,2
362,0,0,0,0,3,0,23.0,0.0,0,13.0,0,0,17.0,0,0,0,2,0,0,1,0,2
363,1,1,1,0,5,0,58.0,0.0,0,24.0,0,0,32.0,0,0,0,1,0,0,0,3,1
364,1,1,1,0,5,0,58.0,0.0,0,24.0,0,0,32.0,0,0,0,1,0,0,0,3,1
365,1,1,1,6,4,4,60.0,4.0,0,18.0,0,0,10.0,0,0,0,1,0,0,0,3,1
366,1,1,1,6,4,4,60.0,4.0,0,18.0,0,0,10.0,0,0,0,1,0,0,0,3,1
367,0,0,0,0,4,0,19.0,0.0,0,20.0,0,0,24.0,0,0,0,1,0,0,0,0,1
368,0,0,0,0,4,0,19.0,0.0,0,20.0,0,0,24.0,0,0,0,1,0,0,0,0,1
369,1,1,1,0,4,2,60.0,2.0,0,27.0,0,0,33.0,0,0,0,1,0,0,2,3,1
370,1,1,1,0,4,2,60.0,2.0,0,27.0,0,0,33.0,0,0,0,1,0,0,2,3,1
371,0,0,0,0,5,0,11.0,0.0,0,21.0,0,0,27.0,0,0,0,1,0,0,0,0,1
372,0,0,0,0,5,0,11.0,0.0,0,21.0,0,0,27.0,0,0,0,1,0,0,0,0,1
373,1,1,1,0,5,0,37.0,0.0,0,23.0,0,0,23.0,0,0,0,0,0,0,0,3,0
374,1,1,1,0,5,0,37.0,0.0,0,23.0,0,0,23.0,0,0,0,0,0,0,0,3,0
375,0,0,0,0,4,0,31.0,0.0,0,10.0,0,0,7.0,0,0,0,0,0,0,1,0,0
376,0,0,0,0,4,0,31.0,0.0,0,10.0,0,0,7.0,0,0,0,0,0,0,1,0,0
377,0,0,0,0,0,0,25.0,0.0,0,26.0,0,0,22.0,0,0,0,0,0,0,1,0,0
378,0,0,0,0,0,0,25.0,0.0,0,26.0,0,0,22.0,0,0,0,0,0,0,1,0,0
379,1,1,1,0,3,0,22.0,0.0,0,3.0,0,0,31.0,0,0,0,0,0,0,0,3,0
380,1,1,1,0,3,0,22.0,0.0,0,3.0,0,0,31.0,0,0,0,0,0,0,0,3,0
381,0,0,0,0,2,2,60.0,2.0,0,20.0,0,0,22.0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,2,2,60.0,2.0,0,20.0,0,0,22.0,0,0,0,0,0,0,0,0,0
383,1,1,1,0,4,0,34.0,0.0,0,16.0,0,0,32.0,0,0,0,0,0,0,0,3,0
384,1,1,1,0,4,0,34.0,0.0,0,16.0,0,0,32.0,0,0,0,0,0,0,0,3,0
385,1,1,1,13,6,33,60.0,33.0,9,60.0,9,34,180.0,11,4,0,2,0,1,1,3,3
386,1,1,1,13,6,33,60.0,33.0,9,60.0,9,34,180.0,11,4,0,2,0,1,1,3,3
387,0,0,0,0,6,7,60.0,7.0,0,23.0,0,0,25.0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,6,7,60.0,7.0,0,23.0,0,0,25.0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,5,0,12.0,0.0,0,20.0,0,0,23.0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,5,0,12.0,0.0,0,20.0,0,0,23.0,0,0,0,0,0,0,0,0,0
391,1,1,1,0,3,8,60.0,8.0,0,13.0,0,0,34.0,0,0,0,0,0,0,1,3,0
392,1,1,1,0,3,8,60.0,8.0,0,13.0,0,0,34.0,0,0,0,0,0,0,1,3,0
393,1,1,1,0,3,2,60.0,2.0,0,25.0,0,0,17.0,0,0,0,0,0,0,0,3,0
394,1,1,1,0,3,2,60.0,2.0,0,25.0,0,0,17.0,0,0,0,0,0,0,0,3,0
395,1,1,1,0,5,3,60.0,3.0,0,30.0,0,0,31.0,0,0,0,1,0,0,1,3,1
396,1,1,1,0,5,3,60.0,3.0,0,30.0,0,0,31.0,0,0,0,1,0,0,1,3,1
397,0,0,0,0,5,5,60.0,5.0,0,2.0,0,0,3.0,0,0,0,1,0,0,0,0,1
398,0,0,0,0,5,5,60.0,5.0,0,2.0,0,0,3.0,0,0,0,1,0,0,0,0,1
399,1,1,1,0,1,3,60.0,3.0,0,21.0,0,5,180.0,2,0,0,2,0,0,0,3,2
400,1,1,1,0,1,3,60.0,3.0,0,21.0,0,5,180.0,2,0,0,2,0,0,0,3,2
401,1,1,1,0,4,0,48.0,0.0,0,13.0,0,0,14.0,0,0,0,1,0,0,2,3,1
402,1,1,1,0,4,0,48.0,0.0,0,13.0,0,0,14.0,0,0,0,1,0,0,2,3,1
403,1,1,1,0,7,1,60.0,1.0,0,11.0,0,0,23.0,0,0,0,2,0,0,1,3,2
404,1,1,1,0,7,1,60.0,1.0,0,11.0,0,0,23.0,0,0,0,2,0,0,1,3,2
405,1,1,1,0,2,0,17.0,0.0,0,25.0,0,0,17.0,0,0,0,1,0,0,0,3,1
406,1,1,1,0,2,0,17.0,0.0,0,25.0,0,0,17.0,0,0,0,1,0,0,0,3,1
407,1,1,1,0,4,0,22.0,0.0,0,18.0,0,0,25.0,0,0,0,1,0,0,0,3,1
408,1,1,1,0,4,0,22.0,0.0,0,18.0,0,0,25.0,0,0,0,1,0,0,0,3,1
409,0,0,0,1,3,0,38.0,0.0,0,26.0,0,0,27.0,0,0,0,0,0,0,1,0,0
410,0,0,0,1,3,0,38.0,0.0,0,26.0,0,0,27.0,0,0,0,0,0,0,1,0,0
411,1,1,1,0,0,0,,48.485308056872036,0,,0,0,,0,0,0,0,0,0,0,3,0
412,1,1,1,0,0,0,,48.485308056872036,0,,0,0,,0,0,0,0,0,0,0,3,0
413,1,1,1,0,4,9,60.0,9.0,0,25.0,0,0,43.0,0,0,0,0,0,0,1,3,0
414,1,1,1,0,4,9,60.0,9.0,0,25.0,0,0,43.0,0,0,0,0,0,0,1,3,0
415,1,1,1,0,5,4,60.0,4.0,0,23.0,0,4,180.0,1,3,0,2,0,0,3,3,2
416,1,0,0,0,4,1,45.0,1.0,0,15.0,0,0,23.0,0,0,0,0,0,0,0,1,0
