,EGRA Section 1a Score,EGRA Section 1b Score,EGRA Section 1c Score,EGRA Section 2a Score,EGRA Section 2b Score,EGRA Section 3 Letters Correct,EGRA Section 3 Time Completed,EGRA Section 3 LPM,EGRA Section 4 Words Correct,EGRA Section 4 Time Completed,EGRA Section 4: WPM,EGRA Section 5 Words Correct,EGRA Section 5 Time Completed,EGRA Section 5 CWPM,EGRA Section 5 Questions Correct,EGRA Section 6 Written Words Correct,EGRA Section 6 Correct Space/Direction,EGRA Section 6 Correct Punctuation,EGRA Section 6 Correct Use of Capitals,EGRA Section 7a Score,EGRA Section 1 Total Score,EGRA Section 6 Total Score
846,1,1,1,11,4,71,60.0,71.0,4,60.0,4,9,180.0,3,5,2,2,0,0,3,3,4
847,1,1,1,6,3,9,60.0,9.0,4,60.0,4,11,180.0,4,0,0,2,0,0,2,3,2
848,1,1,1,6,3,9,60.0,9.0,4,60.0,4,11,180.0,4,0,0,2,0,0,2,3,2
849,1,1,1,7,6,16,60.0,16.0,2,60.0,2,13,180.0,4,1,0,1,0,0,1,3,1
850,1,1,1,7,6,16,60.0,16.0,2,60.0,2,13,180.0,4,1,0,1,0,0,1,3,1
851,1,1,0,25,8,85,60.0,85.0,32,60.0,32,55,78.0,42,5,0,2,0,0,2,2,2
852,1,1,0,25,8,85,60.0,85.0,32,60.0,32,55,78.0,42,5,0,2,0,0,2,2,2
853,1,1,0,25,8,85,60.0,85.0,32,60.0,32,55,78.0,42,5,0,2,0,0,2,2,2
854,1,1,0,25,8,85,60.0,85.0,32,60.0,32,55,78.0,42,5,0,2,0,0,2,2,2
855,1,1,1,19,7,79,60.0,79.0,13,60.0,13,52,124.0,25,4,0,2,0,0,3,3,2
856,1,1,1,19,7,79,60.0,79.0,13,60.0,13,52,124.0,25,4,0,2,0,0,3,3,2
857,1,1,1,19,7,79,60.0,79.0,13,60.0,13,52,124.0,25,4,0,2,0,0,3,3,2
858,1,1,1,19,7,79,60.0,79.0,13,60.0,13,52,124.0,25,4,0,2,0,0,3,3,2
859,1,1,1,20,6,78,60.0,78.0,28,60.0,28,51,97.0,32,3,1,2,0,0,4,3,3
860,1,1,1,20,6,78,60.0,78.0,28,60.0,28,51,97.0,32,3,1,2,0,0,4,3,3
861,1,1,1,20,6,78,60.0,78.0,28,60.0,28,51,97.0,32,3,1,2,0,0,4,3,3
862,1,1,1,20,6,78,60.0,78.0,28,60.0,28,51,97.0,32,3,1,2,0,0,4,3,3
863,1,1,0,14,2,50,60.0,50.0,22,60.0,22,48,119.0,24,3,1,2,0,0,0,2,3
864,1,1,0,14,2,50,60.0,50.0,22,60.0,22,48,119.0,24,3,1,2,0,0,0,2,3
865,1,1,0,14,2,50,60.0,50.0,22,60.0,22,48,119.0,24,3,1,2,0,0,0,2,3
866,1,1,0,14,2,50,60.0,50.0,22,60.0,22,48,119.0,24,3,1,2,0,0,0,2,3
867,1,1,1,22,7,82,60.0,82.0,44,60.0,44,57,68.0,50,6,4,2,0,0,4,3,6
868,1,1,1,22,7,82,60.0,82.0,44,60.0,44,57,68.0,50,6,4,2,0,0,4,3,6
869,1,1,1,22,7,82,60.0,82.0,44,60.0,44,57,68.0,50,6,4,2,0,0,4,3,6
870,1,1,1,22,7,82,60.0,82.0,44,60.0,44,57,68.0,50,6,4,2,0,0,4,3,6
871,1,1,1,21,4,60,60.0,60.0,28,60.0,28,55,99.0,33,4,1,2,0,0,4,3,3
872,1,1,1,21,4,60,60.0,60.0,28,60.0,28,55,99.0,33,4,1,2,0,0,4,3,3
873,1,1,1,21,4,60,60.0,60.0,28,60.0,28,55,99.0,33,4,1,2,0,0,4,3,3
874,1,1,1,21,4,60,60.0,60.0,28,60.0,28,55,99.0,33,4,1,2,0,0,4,3,3
875,1,1,0,40,6,76,60.0,76.0,48,44.0,65,60,32.0,113,10,3,2,0,0,4,2,5
876,1,1,0,40,6,76,60.0,76.0,48,44.0,65,60,32.0,113,10,3,2,0,0,4,2,5
877,1,1,0,40,6,76,60.0,76.0,48,44.0,65,60,32.0,113,10,3,2,0,0,4,2,5
878,1,1,0,40,6,76,60.0,76.0,48,44.0,65,60,32.0,113,10,3,2,0,0,4,2,5
879,1,0,1,23,4,72,60.0,72.0,45,60.0,45,57,56.0,61,4,1,2,0,0,3,2,3
880,1,0,1,23,4,72,60.0,72.0,45,60.0,45,57,56.0,61,4,1,2,0,0,3,2,3
881,1,0,1,23,4,72,60.0,72.0,45,60.0,45,57,56.0,61,4,1,2,0,0,3,2,3
882,1,0,1,23,4,72,60.0,72.0,45,60.0,45,57,56.0,61,4,1,2,0,0,3,2,3
883,1,1,1,8,4,84,60.0,84.0,30,60.0,30,55,88.0,38,9,3,2,0,0,4,3,5
884,1,1,1,8,4,84,60.0,84.0,30,60.0,30,55,88.0,38,9,3,2,0,0,4,3,5
885,1,1,1,8,4,84,60.0,84.0,30,60.0,30,55,88.0,38,9,3,2,0,0,4,3,5
886,1,1,1,8,4,84,60.0,84.0,30,60.0,30,55,88.0,38,9,3,2,0,0,4,3,5
887,1,1,1,0,3,60,60.0,60.0,8,60.0,8,44,130.0,20,6,0,2,0,0,3,3,2
888,1,1,1,0,3,60,60.0,60.0,8,60.0,8,44,130.0,20,6,0,2,0,0,3,3,2
889,1,1,1,0,3,60,60.0,60.0,8,60.0,8,44,130.0,20,6,0,2,0,0,3,3,2
890,1,1,1,0,3,60,60.0,60.0,8,60.0,8,44,130.0,20,6,0,2,0,0,3,3,2
891,1,1,1,32,7,73,60.0,73.0,15,60.0,15,42,132.0,19,10,4,2,1,0,4,3,7
892,1,1,1,32,7,73,60.0,73.0,15,60.0,15,42,132.0,19,10,4,2,1,0,4,3,7
893,1,1,1,6,7,57,60.0,57.0,7,60.0,7,45,147.0,18,5,1,2,0,0,4,3,3
894,1,1,1,6,7,57,60.0,57.0,7,60.0,7,45,147.0,18,5,1,2,0,0,4,3,3
895,1,1,1,18,5,97,60.0,97.0,26,60.0,26,51,111.0,28,7,1,2,0,0,3,3,3
896,1,1,1,18,5,97,60.0,97.0,26,60.0,26,51,111.0,28,7,1,2,0,0,3,3,3
897,1,0,1,23,2,13,60.0,13.0,34,60.0,34,49,77.0,38,1,0,2,0,1,1,2,3
898,1,0,1,23,2,13,60.0,13.0,34,60.0,34,49,77.0,38,1,0,2,0,1,1,2,3
899,1,1,1,0,3,68,60.0,68.0,4,60.0,4,32,174.0,11,5,0,0,0,0,2,3,0
900,1,1,1,0,3,68,60.0,68.0,4,60.0,4,32,174.0,11,5,0,0,0,0,2,3,0
901,1,1,1,12,4,13,60.0,13.0,0,3.0,0,0,22.0,0,0,0,0,0,0,1,3,0
902,1,1,1,12,4,13,60.0,13.0,0,3.0,0,0,22.0,0,0,0,0,0,0,1,3,0
903,1,1,1,17,7,61,60.0,61.0,13,60.0,13,55,120.0,28,8,2,2,1,0,3,3,5
904,1,0,0,16,0,40,60.0,40.0,0,25.0,0,47,164.0,17,5,2,2,0,0,2,1,4
905,1,1,1,0,5,42,60.0,42.0,3,60.0,3,10,180.0,3,0,0,2,0,1,3,3,3
906,1,1,1,3,5,28,60.0,28.0,3,60.0,3,0,21.0,0,0,0,0,0,0,1,3,0
907,1,1,1,0,4,3,60.0,3.0,0,30.0,0,0,31.0,0,0,0,1,0,0,2,3,1
908,1,1,1,0,6,1,60.0,1.0,1,60.0,1,0,20.0,0,0,0,0,0,0,0,3,0
909,1,1,1,0,4,0,40.0,0.0,0,30.0,0,0,29.0,0,0,0,2,0,0,3,3,2
910,0,0,0,0,3,0,35.0,0.0,0,22.0,0,0,35.0,0,0,0,1,0,0,0,0,1
911,1,1,1,0,5,2,60.0,2.0,0,27.0,0,7,180.0,2,0,0,1,0,0,4,3,1
912,1,1,1,0,6,2,60.0,2.0,0,31.0,0,1,180.0,0,2,0,1,0,0,3,3,1
913,1,1,1,0,0,9,60.0,9.0,0,24.0,0,0,28.0,0,0,0,0,0,0,1,3,0
914,1,1,1,0,0,9,60.0,9.0,0,24.0,0,0,28.0,0,0,0,0,0,0,1,3,0
915,1,1,1,0,8,40,60.0,40.0,11,60.0,11,43,68.0,38,2,0,2,0,0,3,3,2
916,1,1,1,0,8,40,60.0,40.0,11,60.0,11,43,68.0,38,2,0,2,0,0,3,3,2
917,1,1,1,12,3,28,60.0,28.0,25,60.0,25,52,85.0,37,1,0,2,0,0,0,3,2
918,1,1,1,12,3,28,60.0,28.0,25,60.0,25,52,85.0,37,1,0,2,0,0,0,3,2
919,1,1,1,0,5,62,60.0,62.0,44,41.0,64,60,31.0,116,9,1,2,0,1,4,3,4
920,1,1,1,0,5,62,60.0,62.0,44,41.0,64,60,31.0,116,9,1,2,0,1,4,3,4
921,1,1,1,29,9,81,60.0,81.0,25,60.0,25,55,83.0,40,8,1,2,0,0,3,3,3
922,1,1,1,29,9,81,60.0,81.0,25,60.0,25,55,83.0,40,8,1,2,0,0,3,3,3
923,1,1,1,6,6,42,60.0,42.0,14,60.0,14,48,116.0,25,9,0,2,0,1,4,3,3
924,1,1,1,6,6,42,60.0,42.0,14,60.0,14,48,116.0,25,9,0,2,0,1,4,3,3
925,1,1,1,0,10,30,60.0,30.0,0,28.0,0,9,180.0,3,0,0,0,0,0,3,3,0
926,1,1,1,0,10,30,60.0,30.0,0,28.0,0,9,180.0,3,0,0,0,0,0,3,3,0
927,1,1,1,31,9,66,60.0,66.0,30,49.0,37,49,79.0,37,4,3,2,0,0,3,3,5
928,1,1,1,31,9,66,60.0,66.0,30,49.0,37,49,79.0,37,4,3,2,0,0,3,3,5
929,1,1,1,31,9,66,60.0,66.0,30,49.0,37,49,79.0,37,4,3,2,0,0,3,3,5
930,1,1,0,18,5,52,60.0,52.0,14,60.0,14,43,81.0,32,2,0,2,0,0,2,2,2
931,1,1,0,18,5,52,60.0,52.0,14,60.0,14,43,81.0,32,2,0,2,0,0,2,2,2
932,1,1,0,18,5,52,60.0,52.0,14,60.0,14,43,81.0,32,2,0,2,0,0,2,2,2
933,1,1,1,49,10,92,60.0,92.0,50,30.0,100,60,24.0,150,10,4,2,1,1,4,3,8
934,1,1,1,49,10,92,60.0,92.0,50,30.0,100,60,24.0,150,10,4,2,1,1,4,3,8
935,1,1,1,49,10,92,60.0,92.0,50,30.0,100,60,24.0,150,10,4,2,1,1,4,3,8
936,1,1,0,50,8,97,60.0,97.0,50,34.0,88,60,28.0,129,10,4,2,0,0,3,2,6
937,1,1,0,50,8,97,60.0,97.0,50,34.0,88,60,28.0,129,10,4,2,0,0,3,2,6
938,1,1,0,50,8,97,60.0,97.0,50,34.0,88,60,28.0,129,10,4,2,0,0,3,2,6
939,1,1,0,35,7,82,60.0,82.0,47,52.0,54,59,39.0,91,8,2,2,0,1,4,2,5
940,1,1,0,35,7,82,60.0,82.0,47,52.0,54,59,39.0,91,8,2,2,0,1,4,2,5
941,1,1,0,35,7,82,60.0,82.0,47,52.0,54,59,39.0,91,8,2,2,0,1,4,2,5
942,1,1,1,38,8,79,60.0,79.0,45,59.0,46,60,45.0,80,7,2,2,0,1,4,3,5
943,1,1,1,38,8,79,60.0,79.0,45,59.0,46,60,45.0,80,7,2,2,0,1,4,3,5
944,1,1,1,38,8,79,60.0,79.0,45,59.0,46,60,45.0,80,7,2,2,0,1,4,3,5
945,1,1,1,15,8,74,60.0,74.0,27,60.0,27,56,65.0,52,9,0,2,1,1,4,3,4
946,1,1,1,15,8,74,60.0,74.0,27,60.0,27,56,65.0,52,9,0,2,1,1,4,3,4
947,1,1,1,15,8,74,60.0,74.0,27,60.0,27,56,65.0,52,9,0,2,1,1,4,3,4
948,1,1,1,0,7,78,60.0,78.0,18,60.0,18,51,80.0,38,9,0,2,0,1,3,3,3
949,1,1,1,0,7,78,60.0,78.0,18,60.0,18,51,80.0,38,9,0,2,0,1,3,3,3
950,1,1,1,0,7,78,60.0,78.0,18,60.0,18,51,80.0,38,9,0,2,0,1,3,3,3
951,1,1,1,6,6,77,60.0,77.0,0,19.0,0,8,180.0,3,5,0,2,0,0,2,3,2
952,1,1,1,6,6,77,60.0,77.0,0,19.0,0,8,180.0,3,5,0,2,0,0,2,3,2
953,1,1,1,3,4,31,60.0,31.0,0,7.0,0,0,22.0,0,0,0,1,0,1,0,3,2
954,1,1,1,3,4,31,60.0,31.0,0,7.0,0,0,22.0,0,0,0,1,0,1,0,3,2
955,1,1,1,0,6,14,60.0,14.0,3,60.0,3,29,180.0,10,0,0,2,0,0,0,3,2
956,1,1,1,0,6,14,60.0,14.0,3,60.0,3,29,180.0,10,0,0,2,0,0,0,3,2
957,1,1,1,35,7,80,60.0,80.0,1,60.0,1,24,180.0,8,10,2,2,0,1,4,3,5
958,1,1,1,35,7,80,60.0,80.0,1,60.0,1,24,180.0,8,10,2,2,0,1,4,3,5
959,1,1,0,0,5,17,60.0,17.0,43,56.0,46,58,39.0,89,2,0,0,0,0,0,2,0
960,1,1,0,0,5,17,60.0,17.0,43,56.0,46,58,39.0,89,2,0,0,0,0,0,2,0
961,1,1,1,9,4,37,60.0,37.0,3,60.0,3,14,180.0,5,0,0,2,0,0,1,3,2
962,1,1,1,9,4,37,60.0,37.0,3,60.0,3,14,180.0,5,0,0,2,0,0,1,3,2
963,1,1,1,17,5,39,60.0,39.0,7,60.0,7,46,134.0,21,4,0,2,0,0,2,3,2
964,1,1,1,17,5,39,60.0,39.0,7,60.0,7,46,134.0,21,4,0,2,0,0,2,3,2
965,1,1,1,15,4,31,60.0,31.0,6,60.0,6,0,30.0,0,0,0,2,0,0,1,3,2
966,1,1,1,15,4,31,60.0,31.0,6,60.0,6,0,30.0,0,0,0,2,0,0,1,3,2
967,1,1,1,10,1,43,60.0,43.0,15,60.0,15,46,94.0,29,2,0,2,0,0,1,3,2
968,1,1,1,10,1,43,60.0,43.0,15,60.0,15,46,94.0,29,2,0,2,0,0,1,3,2
969,1,1,1,30,4,86,60.0,86.0,33,60.0,33,54,51.0,64,8,1,2,0,0,3,3,3
970,1,1,1,30,4,86,60.0,86.0,33,60.0,33,54,51.0,64,8,1,2,0,0,3,3,3
971,1,1,1,29,3,53,60.0,53.0,31,60.0,31,60,68.0,53,6,1,2,0,0,4,3,3
972,1,1,1,11,6,30,60.0,30.0,11,60.0,11,51,102.0,30,7,0,2,0,0,2,3,2
973,1,1,1,22,10,49,60.0,49.0,45,60.0,45,60,37.0,97,10,4,2,1,1,4,3,8
974,1,1,1,18,8,56,60.0,56.0,41,60.0,41,60,43.0,84,10,3,1,0,1,3,3,5
975,1,1,1,18,7,52,60.0,52.0,11,60.0,11,51,141.0,22,2,1,2,0,0,4,3,3
976,1,1,1,16,5,38,60.0,38.0,5,60.0,5,0,54.0,0,0,0,1,0,0,3,3,1
977,1,1,1,16,7,59,60.0,59.0,37,60.0,37,60,66.0,55,8,3,2,0,1,4,3,6
978,1,1,1,21,7,67,60.0,67.0,20,60.0,20,57,92.0,37,6,1,2,0,0,2,3,3
979,1,0,0,24,5,56,60.0,56.0,27,60.0,27,53,81.0,39,5,3,2,0,1,3,1,6
980,1,1,1,18,0,50,60.0,50.0,15,60.0,15,57,128.0,27,6,1,2,0,1,2,3,4
981,1,0,0,32,3,85,60.0,85.0,33,60.0,33,53,46.0,69,9,3,2,0,0,3,1,5
982,1,1,1,25,8,66,60.0,66.0,26,60.0,26,58,68.0,51,9,1,2,0,0,4,3,3
983,1,1,1,24,9,75,60.0,75.0,48,48.0,60,60,40.0,90,9,2,2,1,1,4,3,6
984,1,1,1,21,8,62,60.0,62.0,42,60.0,42,59,62.0,57,9,2,2,0,0,3,3,4
985,1,1,1,35,10,78,60.0,78.0,49,53.0,55,60,31.0,116,10,4,2,1,1,4,3,8
986,1,1,1,32,9,75,60.0,75.0,48,60.0,48,60,36.0,100,10,2,2,0,0,4,3,4
987,1,1,1,48,6,87,60.0,87.0,48,40.0,72,59,36.0,98,10,2,2,1,1,3,3,6
988,1,1,1,50,4,77,60.0,77.0,49,40.0,74,60,38.0,95,7,3,2,1,1,2,3,7
989,1,0,0,20,9,100,55.0,109.0,48,60.0,48,60,45.0,80,10,2,2,1,0,4,1,5
990,1,1,1,14,10,91,60.0,91.0,33,60.0,33,59,96.0,37,10,1,2,0,0,3,3,3
991,1,1,1,31,7,81,60.0,81.0,46,48.0,58,58,37.0,94,10,3,2,1,0,4,3,6
992,1,1,1,33,10,78,60.0,78.0,47,51.0,55,60,54.0,67,10,3,2,0,0,4,3,5
993,1,1,1,11,9,81,60.0,81.0,46,59.0,47,60,48.0,75,10,4,2,0,1,4,3,7
994,1,1,1,0,5,69,60.0,69.0,48,57.0,51,57,54.0,63,10,3,2,0,1,3,3,6
995,1,1,1,50,10,100,56.0,107.0,50,36.0,83,60,30.0,120,10,3,2,0,1,4,3,6
996,1,1,1,50,7,100,60.0,100.0,50,36.0,83,60,32.0,113,9,3,2,0,1,2,3,6
997,1,1,1,48,10,100,60.0,100.0,50,42.0,71,60,29.0,124,9,4,2,1,1,4,3,8
998,1,1,1,47,8,100,58.0,103.0,49,52.0,57,60,41.0,88,10,3,2,0,1,2,3,6
999,1,1,1,24,3,66,60.0,66.0,26,60.0,26,59,72.0,49,9,0,2,0,0,4,3,2
1000,1,1,1,24,3,66,60.0,66.0,26,60.0,26,59,72.0,49,9,0,2,0,0,4,3,2
1001,1,1,1,3,6,17,60.0,17.0,36,60.0,36,59,56.0,63,1,0,2,0,0,3,3,2
1002,1,1,1,3,6,17,60.0,17.0,36,60.0,36,59,56.0,63,1,0,2,0,0,3,3,2
1003,1,1,1,0,5,53,60.0,53.0,46,39.0,71,60,42.0,86,7,0,2,0,1,4,3,3
1004,1,1,1,0,5,53,60.0,53.0,46,39.0,71,60,42.0,86,7,0,2,0,1,4,3,3
1005,1,1,1,13,7,41,60.0,41.0,47,59.0,48,58,46.0,76,0,0,2,0,0,1,3,2
1006,1,1,1,13,7,41,60.0,41.0,47,59.0,48,58,46.0,76,0,0,2,0,0,1,3,2
1007,1,1,1,1,5,63,60.0,63.0,16,60.0,16,56,78.0,43,9,0,2,0,0,4,3,2
1008,1,1,1,1,5,63,60.0,63.0,16,60.0,16,56,78.0,43,9,0,2,0,0,4,3,2
1009,1,1,1,33,9,63,60.0,63.0,35,60.0,35,57,54.0,63,9,2,2,1,0,3,3,5
1010,1,1,1,33,9,63,60.0,63.0,35,60.0,35,57,54.0,63,9,2,2,1,0,3,3,5
1011,1,1,1,0,4,0,37.0,0.0,34,60.0,34,59,63.0,56,0,0,2,0,0,0,3,2
1012,1,1,1,0,4,0,37.0,0.0,34,60.0,34,59,63.0,56,0,0,2,0,0,0,3,2
1013,1,1,1,0,4,0,39.0,0.0,47,48.0,59,60,46.0,78,0,0,2,0,0,0,3,2
1014,1,1,1,0,4,0,39.0,0.0,47,48.0,59,60,46.0,78,0,0,2,0,0,0,3,2
1015,1,0,0,30,8,89,60.0,89.0,43,50.0,52,60,47.0,77,7,3,2,0,0,4,1,5
1016,1,0,0,30,8,89,60.0,89.0,43,50.0,52,60,47.0,77,7,3,2,0,0,4,1,5
1017,1,1,1,2,7,55,60.0,55.0,0,15.0,0,0,29.0,0,6,0,2,0,0,3,3,2
1018,1,1,1,2,7,55,60.0,55.0,0,15.0,0,0,29.0,0,6,0,2,0,0,3,3,2
1019,1,1,0,5,3,59,60.0,59.0,13,60.0,13,58,109.0,32,3,3,2,0,0,4,2,5
1020,1,1,0,5,3,59,60.0,59.0,13,60.0,13,58,109.0,32,3,3,2,0,0,4,2,5
1021,1,1,1,27,9,89,60.0,89.0,36,60.0,36,0,40.0,0,0,0,0,0,0,0,3,0
1022,1,1,0,47,8,74,60.0,74.0,3,60.0,3,13,180.0,4,7,1,2,1,1,2,2,5
1023,1,1,1,22,9,63,60.0,63.0,9,60.0,9,47,173.0,16,8,2,2,0,1,3,3,5
1024,1,1,1,0,2,30,60.0,30.0,39,60.0,39,56,63.0,53,2,0,2,0,0,3,3,2
1025,1,0,0,15,4,83,60.0,83.0,1,60.0,1,0,49.0,0,5,0,2,0,0,3,1,2
1026,1,1,1,33,6,64,60.0,64.0,41,54.0,46,55,40.0,83,9,2,2,0,1,4,3,5
1027,1,1,1,7,3,49,60.0,49.0,4,60.0,4,27,177.0,9,0,0,2,0,1,0,3,3
1028,1,0,1,5,5,10,60.0,10.0,6,60.0,6,53,143.0,22,0,0,2,0,0,0,2,2
1029,1,1,1,28,6,70,60.0,70.0,11,60.0,11,59,142.0,25,9,3,2,0,0,3,3,5
1030,1,1,1,20,7,53,60.0,53.0,9,60.0,9,44,180.0,15,4,1,2,0,1,4,3,4
1031,1,1,1,23,10,98,60.0,98.0,1,60.0,1,18,166.0,7,7,0,2,0,0,3,3,2
1032,1,1,1,9,5,78,60.0,78.0,38,54.0,42,58,39.0,89,9,1,2,0,0,3,3,3
1033,1,0,0,0,8,32,60.0,32.0,12,60.0,12,45,95.0,28,1,0,1,0,1,3,1,2
1034,1,1,1,32,5,65,60.0,65.0,4,60.0,4,18,180.0,6,1,0,2,0,0,1,3,2
1035,1,1,1,19,6,70,60.0,70.0,0,29.0,0,0,31.0,0,7,1,2,0,1,1,3,4
1036,1,1,1,20,0,73,60.0,73.0,26,60.0,26,50,90.0,33,5,0,2,0,1,4,3,3
1037,1,1,1,26,6,67,60.0,67.0,45,58.0,47,55,75.0,44,7,0,2,0,0,1,3,2
1038,1,1,1,0,5,39,60.0,39.0,9,60.0,9,42,180.0,14,4,0,2,0,0,1,3,2
1039,1,1,1,19,5,61,60.0,61.0,27,60.0,27,57,60.0,57,9,1,2,0,1,3,3,4
1040,1,1,1,18,7,31,60.0,31.0,42,58.0,43,57,43.0,80,6,0,2,0,0,2,3,2
1041,1,1,1,11,5,29,60.0,29.0,0,16.0,0,24,180.0,8,3,0,1,0,0,2,3,1
1042,1,1,1,16,7,62,60.0,62.0,0,17.0,0,9,180.0,3,8,1,2,0,0,4,3,3
1043,1,1,1,0,0,18,60.0,18.0,0,16.0,0,0,23.0,0,0,0,2,0,1,0,3,3
1044,1,1,1,0,7,29,60.0,29.0,12,60.0,12,21,180.0,7,1,0,2,0,0,3,3,2
1045,1,1,1,17,3,52,60.0,52.0,0,19.0,0,0,23.0,0,7,0,2,0,1,3,3,3
1046,1,1,0,0,3,5,60.0,5.0,0,17.0,0,0,31.0,0,0,0,1,0,0,3,2,1
1047,0,0,0,0,7,4,60.0,4.0,0,16.0,0,0,24.0,0,0,0,0,0,0,2,0,0
1048,1,1,1,2,4,47,60.0,47.0,0,14.0,0,1,175.0,0,3,0,2,0,1,1,3,3
1049,1,1,1,18,6,46,60.0,46.0,0,14.0,0,0,21.0,0,6,0,2,0,1,2,3,3
1050,1,1,1,0,4,6,60.0,6.0,2,60.0,2,4,180.0,1,3,0,1,0,1,3,3,2
1051,0,0,0,0,2,0,12.0,0.0,0,15.0,0,0,21.0,0,0,0,2,0,0,0,0,2
1052,1,1,1,0,2,3,60.0,3.0,0,16.0,0,1,96.0,1,0,0,2,0,0,0,3,2
1053,1,1,1,5,0,32,60.0,32.0,0,15.0,0,12,180.0,4,2,0,1,0,0,3,3,1
1054,1,1,1,0,1,2,60.0,2.0,0,8.0,0,0,16.0,0,0,0,2,0,0,0,3,2
1055,1,1,1,0,5,1,60.0,1.0,0,11.0,0,0,31.0,0,0,0,0,0,0,1,3,0
1056,1,1,1,0,6,64,60.0,64.0,0,15.0,0,0,13.0,0,6,0,2,0,0,1,3,2
